student_name,student_email,professor_name,professor_email,desired_role,matched_role,compatibility_score
Carl Jordan,lorihubbard@example.org,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",20.0
Carl Jordan,lorihubbard@example.org,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Carl Jordan,lorihubbard@example.org,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Carl Jordan,lorihubbard@example.org,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],20.0
Carl Jordan,lorihubbard@example.org,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Carl Jordan,lorihubbard@example.org,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],13.33
Carl Jordan,lorihubbard@example.org,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],20.0
Carl Jordan,lorihubbard@example.org,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Carl Jordan,lorihubbard@example.org,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Carl Jordan,lorihubbard@example.org,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],20.0
Maria Carroll,iphillips@example.com,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",22.86
Maria Carroll,iphillips@example.com,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",3.33
Maria Carroll,iphillips@example.com,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",23.64
Maria Carroll,iphillips@example.com,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",10.0
Maria Carroll,iphillips@example.com,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",19.05
Maria Carroll,iphillips@example.com,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",4.0
Maria Carroll,iphillips@example.com,Ashley Washington,catherineclark@palmer.com,RA,['TA'],5.71
Maria Carroll,iphillips@example.com,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],3.33
Maria Carroll,iphillips@example.com,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],10.0
Maria Carroll,iphillips@example.com,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",30.0
Maria Carroll,iphillips@example.com,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",24.44
Maria Carroll,iphillips@example.com,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],19.05
Maria Carroll,iphillips@example.com,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],3.64
Maria Carroll,iphillips@example.com,Jason Smith,tarahardin@gmail.com,RA,['TA'],4.44
Maria Carroll,iphillips@example.com,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Maria Carroll,iphillips@example.com,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",23.33
Maria Carroll,iphillips@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",23.08
Maria Carroll,iphillips@example.com,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Maria Carroll,iphillips@example.com,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",24.0
Maria Carroll,iphillips@example.com,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",24.44
Maria Carroll,iphillips@example.com,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",23.33
Maria Carroll,iphillips@example.com,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],24.44
Maria Carroll,iphillips@example.com,Tony Singh,beth07@yahoo.com,RA,['RA'],23.33
Maria Carroll,iphillips@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",6.15
Maria Carroll,iphillips@example.com,Marie Wilkinson,gary45@gmail.com,RA,['RA'],24.44
Maria Carroll,iphillips@example.com,Jessica Davis,amandacollins@lee.net,RA,['TA'],2.86
Maria Carroll,iphillips@example.com,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",5.0
Maria Carroll,iphillips@example.com,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Maria Carroll,iphillips@example.com,Joshua Ross,paul91@gmail.com,RA,['TA'],6.15
Maria Carroll,iphillips@example.com,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",26.15
Maria Carroll,iphillips@example.com,Patrick Dillon,wkim@yahoo.com,RA,['RA'],39.05
Maria Carroll,iphillips@example.com,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],5.0
Maria Carroll,iphillips@example.com,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",3.08
Maria Carroll,iphillips@example.com,Karen Price,vjohnson@gmail.com,RA,['TA'],3.08
Maria Carroll,iphillips@example.com,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Maria Carroll,iphillips@example.com,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",39.05
Maria Carroll,iphillips@example.com,Betty Silva,mullinszachary@harris.com,RA,['TA'],8.57
Maria Carroll,iphillips@example.com,Stephanie Hall,owatkins@wright.com,RA,['Grader'],4.44
Maria Carroll,iphillips@example.com,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],4.44
Maria Carroll,iphillips@example.com,Amber Smith MD,calvin04@kelly.com,RA,['TA'],16.19
Maria Carroll,iphillips@example.com,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",3.64
Maria Carroll,iphillips@example.com,Jamie Bowen,blee@gmail.com,RA,['Grader'],4.44
Maria Carroll,iphillips@example.com,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],6.67
Maria Carroll,iphillips@example.com,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],2.86
Maria Carroll,iphillips@example.com,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",4.44
Maria Carroll,iphillips@example.com,Andrea Hart,roberta65@yahoo.com,RA,['TA'],5.71
Maria Carroll,iphillips@example.com,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Maria Carroll,iphillips@example.com,David Stokes,edwardsjose@gmail.com,RA,['TA'],4.44
Maria Carroll,iphillips@example.com,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],5.0
Maria Carroll,iphillips@example.com,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],3.33
Gregory Martin,stevenchung@example.org,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",20.0
Gregory Martin,stevenchung@example.org,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",3.64
Gregory Martin,stevenchung@example.org,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",24.0
Gregory Martin,stevenchung@example.org,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",0.0
Gregory Martin,stevenchung@example.org,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",2.86
Gregory Martin,stevenchung@example.org,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",10.0
Gregory Martin,stevenchung@example.org,Ashley Washington,catherineclark@palmer.com,RA,['TA'],2.86
Gregory Martin,stevenchung@example.org,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],3.64
Gregory Martin,stevenchung@example.org,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],0.0
Gregory Martin,stevenchung@example.org,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",20.0
Gregory Martin,stevenchung@example.org,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",20.0
Gregory Martin,stevenchung@example.org,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],2.86
Gregory Martin,stevenchung@example.org,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Jason Smith,tarahardin@gmail.com,RA,['TA'],5.0
Gregory Martin,stevenchung@example.org,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Gregory Martin,stevenchung@example.org,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",23.64
Gregory Martin,stevenchung@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",27.27
Gregory Martin,stevenchung@example.org,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Gregory Martin,stevenchung@example.org,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",30.0
Gregory Martin,stevenchung@example.org,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",20.0
Gregory Martin,stevenchung@example.org,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",23.64
Gregory Martin,stevenchung@example.org,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Gregory Martin,stevenchung@example.org,Tony Singh,beth07@yahoo.com,RA,['RA'],20.0
Gregory Martin,stevenchung@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",3.08
Gregory Martin,stevenchung@example.org,Marie Wilkinson,gary45@gmail.com,RA,['RA'],20.0
Gregory Martin,stevenchung@example.org,Jessica Davis,amandacollins@lee.net,RA,['TA'],13.33
Gregory Martin,stevenchung@example.org,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",40.0
Gregory Martin,stevenchung@example.org,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Joshua Ross,paul91@gmail.com,RA,['TA'],0.0
Gregory Martin,stevenchung@example.org,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",36.41
Gregory Martin,stevenchung@example.org,Patrick Dillon,wkim@yahoo.com,RA,['RA'],22.86
Gregory Martin,stevenchung@example.org,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],5.71
Gregory Martin,stevenchung@example.org,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",7.27
Gregory Martin,stevenchung@example.org,Karen Price,vjohnson@gmail.com,RA,['TA'],3.33
Gregory Martin,stevenchung@example.org,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Gregory Martin,stevenchung@example.org,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",20.0
Gregory Martin,stevenchung@example.org,Betty Silva,mullinszachary@harris.com,RA,['TA'],2.67
Gregory Martin,stevenchung@example.org,Stephanie Hall,owatkins@wright.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],5.0
Gregory Martin,stevenchung@example.org,Amber Smith MD,calvin04@kelly.com,RA,['TA'],0.0
Gregory Martin,stevenchung@example.org,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",4.0
Gregory Martin,stevenchung@example.org,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],3.08
Gregory Martin,stevenchung@example.org,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",0.0
Gregory Martin,stevenchung@example.org,Andrea Hart,roberta65@yahoo.com,RA,['TA'],16.19
Gregory Martin,stevenchung@example.org,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,David Stokes,edwardsjose@gmail.com,RA,['TA'],0.0
Gregory Martin,stevenchung@example.org,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],0.0
Gregory Martin,stevenchung@example.org,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],3.64
Lisa Mills,bradley27@example.net,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",23.08
Lisa Mills,bradley27@example.net,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",3.64
Lisa Mills,bradley27@example.net,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",24.0
Lisa Mills,bradley27@example.net,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",5.0
Lisa Mills,bradley27@example.net,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",2.86
Lisa Mills,bradley27@example.net,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",4.44
Lisa Mills,bradley27@example.net,Ashley Washington,catherineclark@palmer.com,RA,['TA'],2.86
Lisa Mills,bradley27@example.net,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],3.64
Lisa Mills,bradley27@example.net,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],5.0
Lisa Mills,bradley27@example.net,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",25.0
Lisa Mills,bradley27@example.net,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",25.0
Lisa Mills,bradley27@example.net,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],2.86
Lisa Mills,bradley27@example.net,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],4.0
Lisa Mills,bradley27@example.net,Jason Smith,tarahardin@gmail.com,RA,['TA'],5.0
Lisa Mills,bradley27@example.net,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Lisa Mills,bradley27@example.net,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",23.64
Lisa Mills,bradley27@example.net,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",23.33
Lisa Mills,bradley27@example.net,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Lisa Mills,bradley27@example.net,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",24.44
Lisa Mills,bradley27@example.net,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",25.0
Lisa Mills,bradley27@example.net,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",23.64
Lisa Mills,bradley27@example.net,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Lisa Mills,bradley27@example.net,Tony Singh,beth07@yahoo.com,RA,['RA'],23.64
Lisa Mills,bradley27@example.net,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",3.08
Lisa Mills,bradley27@example.net,Marie Wilkinson,gary45@gmail.com,RA,['RA'],25.0
Lisa Mills,bradley27@example.net,Jessica Davis,amandacollins@lee.net,RA,['TA'],3.08
Lisa Mills,bradley27@example.net,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",5.71
Lisa Mills,bradley27@example.net,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Lisa Mills,bradley27@example.net,Joshua Ross,paul91@gmail.com,RA,['TA'],3.08
Lisa Mills,bradley27@example.net,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",23.08
Lisa Mills,bradley27@example.net,Patrick Dillon,wkim@yahoo.com,RA,['RA'],22.86
Lisa Mills,bradley27@example.net,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],5.71
Lisa Mills,bradley27@example.net,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",3.33
Lisa Mills,bradley27@example.net,Karen Price,vjohnson@gmail.com,RA,['TA'],3.33
Lisa Mills,bradley27@example.net,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Lisa Mills,bradley27@example.net,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",22.86
Lisa Mills,bradley27@example.net,Betty Silva,mullinszachary@harris.com,RA,['TA'],2.67
Lisa Mills,bradley27@example.net,Stephanie Hall,owatkins@wright.com,RA,['Grader'],5.0
Lisa Mills,bradley27@example.net,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],5.0
Lisa Mills,bradley27@example.net,Amber Smith MD,calvin04@kelly.com,RA,['TA'],3.08
Lisa Mills,bradley27@example.net,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",4.0
Lisa Mills,bradley27@example.net,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Lisa Mills,bradley27@example.net,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],3.33
Lisa Mills,bradley27@example.net,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],3.08
Lisa Mills,bradley27@example.net,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",5.0
Lisa Mills,bradley27@example.net,Andrea Hart,roberta65@yahoo.com,RA,['TA'],2.86
Lisa Mills,bradley27@example.net,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Lisa Mills,bradley27@example.net,David Stokes,edwardsjose@gmail.com,RA,['TA'],5.0
Lisa Mills,bradley27@example.net,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],5.71
Lisa Mills,bradley27@example.net,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],3.64
Caitlyn Nelson,ucain@example.org,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",22.67
Caitlyn Nelson,ucain@example.org,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",23.08
Caitlyn Nelson,ucain@example.org,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",0.0
Caitlyn Nelson,ucain@example.org,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",24.0
Caitlyn Nelson,ucain@example.org,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",28.57
Caitlyn Nelson,ucain@example.org,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",23.64
Caitlyn Nelson,ucain@example.org,Ashley Washington,catherineclark@palmer.com,TA,['TA'],28.57
Caitlyn Nelson,ucain@example.org,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],3.08
Caitlyn Nelson,ucain@example.org,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],24.0
Caitlyn Nelson,ucain@example.org,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",24.0
Caitlyn Nelson,ucain@example.org,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Caitlyn Nelson,ucain@example.org,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],25.33
Caitlyn Nelson,ucain@example.org,Shawn Medina,michelledominguez@mccann.com,TA,['Grader'],3.33
Caitlyn Nelson,ucain@example.org,Jason Smith,tarahardin@gmail.com,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Mercedes Francis,robinsonpamela@gmail.com,TA,"['RA', 'Grader']",4.44
Caitlyn Nelson,ucain@example.org,Casey Nunez,ashleybaker@gmail.com,TA,"['RA', 'TA']",23.08
Caitlyn Nelson,ucain@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,TA,"['RA', 'Grader']",2.86
Caitlyn Nelson,ucain@example.org,John Dawson,bautistachristopher@hotmail.com,TA,"['Grader', 'TA']",24.44
Caitlyn Nelson,ucain@example.org,Jeanne Clark,elizabethmarshall@gmail.com,TA,"['Grader', 'RA']",3.64
Caitlyn Nelson,ucain@example.org,Victoria Oliver,jenniferherrera@gmail.com,TA,"['Grader', 'RA']",0.0
Caitlyn Nelson,ucain@example.org,Adrienne Miles,nwilliams@acevedo.com,TA,"['RA', 'TA']",23.08
Caitlyn Nelson,ucain@example.org,Jennifer Harper,carrandrew@yahoo.com,TA,['RA'],0.0
Caitlyn Nelson,ucain@example.org,Tony Singh,beth07@yahoo.com,TA,['RA'],3.08
Caitlyn Nelson,ucain@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,TA,"['TA', 'Grader']",20.0
Caitlyn Nelson,ucain@example.org,Marie Wilkinson,gary45@gmail.com,TA,['RA'],4.0
Caitlyn Nelson,ucain@example.org,Jessica Davis,amandacollins@lee.net,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Diana Parker,wendymorris@haley.com,TA,"['Grader', 'TA']",20.0
Caitlyn Nelson,ucain@example.org,Michael Soto,stephaniejoyce@yahoo.com,TA,['Grader'],4.44
Caitlyn Nelson,ucain@example.org,Joshua Ross,paul91@gmail.com,TA,['TA'],25.71
Caitlyn Nelson,ucain@example.org,Roberto Delgado,jfox@hotmail.com,TA,"['RA', 'Grader']",2.67
Caitlyn Nelson,ucain@example.org,Patrick Dillon,wkim@yahoo.com,TA,['RA'],2.5
Caitlyn Nelson,ucain@example.org,Dr. Kristin Baldwin,mark05@gmail.com,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Courtney Pitts,lweber@gmail.com,TA,"['TA', 'Grader']",22.86
Caitlyn Nelson,ucain@example.org,Karen Price,vjohnson@gmail.com,TA,['TA'],26.15
Caitlyn Nelson,ucain@example.org,Elizabeth Perry,millercaitlin@harris.com,TA,['TA'],24.44
Caitlyn Nelson,ucain@example.org,Brenda Thomas,christopherbridges@yahoo.com,TA,"['RA', 'Grader']",2.5
Caitlyn Nelson,ucain@example.org,Betty Silva,mullinszachary@harris.com,TA,['TA'],22.35
Caitlyn Nelson,ucain@example.org,Stephanie Hall,owatkins@wright.com,TA,['Grader'],4.0
Caitlyn Nelson,ucain@example.org,Jane Mckenzie,xmatthews@hotmail.com,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Amber Smith MD,calvin04@kelly.com,TA,['TA'],22.67
Caitlyn Nelson,ucain@example.org,Paul Robinson,dustin14@elliott.com,TA,"['TA', 'Grader']",23.33
Caitlyn Nelson,ucain@example.org,Jamie Bowen,blee@gmail.com,TA,['Grader'],0.0
Caitlyn Nelson,ucain@example.org,Anthony Ruiz,richard22@yahoo.com,TA,['Grader'],0.0
Caitlyn Nelson,ucain@example.org,Christopher Bennett,allisonjessica@hotmail.com,TA,['Grader'],2.67
Caitlyn Nelson,ucain@example.org,Rebecca Terry,william89@hotmail.com,TA,"['Grader', 'TA']",20.0
Caitlyn Nelson,ucain@example.org,Andrea Hart,roberta65@yahoo.com,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Bradley Elliott,meghan52@haynes.biz,TA,['Grader'],4.44
Caitlyn Nelson,ucain@example.org,David Stokes,edwardsjose@gmail.com,TA,['TA'],20.0
Caitlyn Nelson,ucain@example.org,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
Caitlyn Nelson,ucain@example.org,Brenda Marquez,fwinters@hotmail.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",22.67
Laura Moore,ryan94@example.net,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",36.41
Laura Moore,ryan94@example.net,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",7.27
Laura Moore,ryan94@example.net,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",20.0
Laura Moore,ryan94@example.net,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",22.5
Laura Moore,ryan94@example.net,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",23.64
Laura Moore,ryan94@example.net,Ashley Washington,catherineclark@palmer.com,TA,['TA'],22.5
Laura Moore,ryan94@example.net,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],6.67
Laura Moore,ryan94@example.net,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],20.0
Laura Moore,ryan94@example.net,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",20.0
Laura Moore,ryan94@example.net,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Laura Moore,ryan94@example.net,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],20.0
Laura Moore,ryan94@example.net,Shawn Medina,michelledominguez@mccann.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Jason Smith,tarahardin@gmail.com,TA,['TA'],28.89
Laura Moore,ryan94@example.net,Mercedes Francis,robinsonpamela@gmail.com,TA,"['RA', 'Grader']",0.0
Laura Moore,ryan94@example.net,Casey Nunez,ashleybaker@gmail.com,TA,"['RA', 'TA']",43.08
Laura Moore,ryan94@example.net,Shannon Reyes,elizabethraymond@villa-stewart.com,TA,"['RA', 'Grader']",6.15
Laura Moore,ryan94@example.net,John Dawson,bautistachristopher@hotmail.com,TA,"['Grader', 'TA']",20.0
Laura Moore,ryan94@example.net,Jeanne Clark,elizabethmarshall@gmail.com,TA,"['Grader', 'RA']",3.64
Laura Moore,ryan94@example.net,Victoria Oliver,jenniferherrera@gmail.com,TA,"['Grader', 'RA']",4.0
Laura Moore,ryan94@example.net,Adrienne Miles,nwilliams@acevedo.com,TA,"['RA', 'TA']",26.67
Laura Moore,ryan94@example.net,Jennifer Harper,carrandrew@yahoo.com,TA,['RA'],0.0
Laura Moore,ryan94@example.net,Tony Singh,beth07@yahoo.com,TA,['RA'],3.08
Laura Moore,ryan94@example.net,Alan Butler,gonzaleztiffany@juarez-gibson.com,TA,"['TA', 'Grader']",22.67
Laura Moore,ryan94@example.net,Marie Wilkinson,gary45@gmail.com,TA,['RA'],0.0
Laura Moore,ryan94@example.net,Jessica Davis,amandacollins@lee.net,TA,['TA'],22.67
Laura Moore,ryan94@example.net,Diana Parker,wendymorris@haley.com,TA,"['Grader', 'TA']",20.0
Laura Moore,ryan94@example.net,Michael Soto,stephaniejoyce@yahoo.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Joshua Ross,paul91@gmail.com,TA,['TA'],20.0
Laura Moore,ryan94@example.net,Roberto Delgado,jfox@hotmail.com,TA,"['RA', 'Grader']",0.0
Laura Moore,ryan94@example.net,Patrick Dillon,wkim@yahoo.com,TA,['RA'],15.83
Laura Moore,ryan94@example.net,Dr. Kristin Baldwin,mark05@gmail.com,TA,['TA'],24.44
Laura Moore,ryan94@example.net,Courtney Pitts,lweber@gmail.com,TA,"['TA', 'Grader']",26.15
Laura Moore,ryan94@example.net,Karen Price,vjohnson@gmail.com,TA,['TA'],22.86
Laura Moore,ryan94@example.net,Elizabeth Perry,millercaitlin@harris.com,TA,['TA'],20.0
Laura Moore,ryan94@example.net,Brenda Thomas,christopherbridges@yahoo.com,TA,"['RA', 'Grader']",0.0
Laura Moore,ryan94@example.net,Betty Silva,mullinszachary@harris.com,TA,['TA'],25.0
Laura Moore,ryan94@example.net,Stephanie Hall,owatkins@wright.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Jane Mckenzie,xmatthews@hotmail.com,TA,['TA'],28.89
Laura Moore,ryan94@example.net,Amber Smith MD,calvin04@kelly.com,TA,['TA'],22.67
Laura Moore,ryan94@example.net,Paul Robinson,dustin14@elliott.com,TA,"['TA', 'Grader']",43.33
Laura Moore,ryan94@example.net,Jamie Bowen,blee@gmail.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Anthony Ruiz,richard22@yahoo.com,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,Christopher Bennett,allisonjessica@hotmail.com,TA,['Grader'],19.05
Laura Moore,ryan94@example.net,Rebecca Terry,william89@hotmail.com,TA,"['Grader', 'TA']",20.0
Laura Moore,ryan94@example.net,Andrea Hart,roberta65@yahoo.com,TA,['TA'],25.33
Laura Moore,ryan94@example.net,Bradley Elliott,meghan52@haynes.biz,TA,['Grader'],0.0
Laura Moore,ryan94@example.net,David Stokes,edwardsjose@gmail.com,TA,['TA'],20.0
Laura Moore,ryan94@example.net,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
