student,professor,score,reasons
Lance Foley,Michael Matthews,40,shared interest in Financial Forecasting
Lance Foley,Nicole Payne,30,matched desired role: TA
Lance Foley,Christopher Lee DVM,30,matched desired role: TA
Lance Foley,Jeffrey Weiss,30,matched desired role: TA
Lance Foley,Jason Smith,30,matched desired role: TA
Lance Foley,Casey Nunez,30,matched desired role: TA
Lance Foley,John Dawson,30,matched desired role: TA
Lance Foley,Adrienne Miles,70,shared interest in Financial Forecasting; matched desired role: TA
Lance Foley,Alan Butler,30,matched desired role: TA
Lance Foley,Jessica Davis,30,matched desired role: TA
Lance Foley,Diana Parker,30,matched desired role: TA
Lance Foley,Joshua Ross,30,matched desired role: TA
Lance Foley,Dr. Kristin Baldwin,30,matched desired role: TA
Lance Foley,Courtney Pitts,30,matched desired role: TA
Lance Foley,Karen Price,70,shared interest in Financial Forecasting; matched desired role: TA
Lance Foley,Elizabeth Perry,30,matched desired role: TA
Lance Foley,Betty Silva,30,matched desired role: TA
Lance Foley,Jane Mckenzie,30,matched desired role: TA
Lance Foley,Amber Smith MD,30,matched desired role: TA
Lance Foley,Paul Robinson,30,matched desired role: TA
Lance Foley,Rebecca Terry,30,matched desired role: TA
Lance Foley,Andrea Hart,30,matched desired role: TA
Lance Foley,David Stokes,30,matched desired role: TA
Brandon Robertson,Christopher Smith,30,matched desired role: TA
Brandon Robertson,Steven Parker,30,matched desired role: TA
Brandon Robertson,Chelsea Wallace,30,matched desired role: TA
Brandon Robertson,Jessica Wood,30,matched desired role: TA
Brandon Robertson,Kimberly Friedman,30,matched desired role: TA
Brandon Robertson,Ashley Washington,30,matched desired role: TA
Brandon Robertson,Nicole Payne,30,matched desired role: TA
Brandon Robertson,Christopher Lee DVM,30,matched desired role: TA
Brandon Robertson,Jeffrey Weiss,30,matched desired role: TA
Brandon Robertson,Jason Smith,30,matched desired role: TA
Brandon Robertson,Casey Nunez,30,matched desired role: TA
Brandon Robertson,John Dawson,30,matched desired role: TA
Brandon Robertson,Adrienne Miles,30,matched desired role: TA
Brandon Robertson,Alan Butler,30,matched desired role: TA
Brandon Robertson,Jessica Davis,30,matched desired role: TA
Brandon Robertson,Diana Parker,30,matched desired role: TA
Brandon Robertson,Joshua Ross,30,matched desired role: TA
Brandon Robertson,Dr. Kristin Baldwin,30,matched desired role: TA
Brandon Robertson,Courtney Pitts,30,matched desired role: TA
Brandon Robertson,Karen Price,30,matched desired role: TA
Brandon Robertson,Elizabeth Perry,30,matched desired role: TA
Brandon Robertson,Betty Silva,30,matched desired role: TA
Brandon Robertson,Jane Mckenzie,30,matched desired role: TA
Brandon Robertson,Amber Smith MD,30,matched desired role: TA
Brandon Robertson,Paul Robinson,30,matched desired role: TA
Brandon Robertson,Rebecca Terry,30,matched desired role: TA
Brandon Robertson,Andrea Hart,30,matched desired role: TA
Brandon Robertson,David Stokes,30,matched desired role: TA
Kelly Abbott,Christopher Smith,30,matched desired role: TA
Kelly Abbott,Steven Parker,30,matched desired role: TA
Kelly Abbott,Chelsea Wallace,30,matched desired role: TA
Kelly Abbott,Jessica Wood,30,matched desired role: TA
Kelly Abbott,Kimberly Friedman,30,matched desired role: TA
Kelly Abbott,Ashley Washington,30,matched desired role: TA
Kelly Abbott,Nicole Payne,30,matched desired role: TA
Kelly Abbott,Christopher Lee DVM,30,matched desired role: TA
Kelly Abbott,Scott Foster PhD,5,skill overlap: Natural Language Processing
Kelly Abbott,Jeffrey Weiss,30,matched desired role: TA
Kelly Abbott,Jason Smith,30,matched desired role: TA
Kelly Abbott,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Kelly Abbott,John Dawson,30,matched desired role: TA
Kelly Abbott,Adrienne Miles,30,matched desired role: TA
Kelly Abbott,Alan Butler,30,matched desired role: TA
Kelly Abbott,Jessica Davis,75,shared interest in Quantum Computing; skill overlap: Natural Language Processing; matched desired role: TA
Kelly Abbott,Diana Parker,70,shared interest in Quantum Computing; matched desired role: TA
Kelly Abbott,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Kelly Abbott,Roberto Delgado,40,shared interest in Quantum Computing
Kelly Abbott,Dr. Kristin Baldwin,30,matched desired role: TA
Kelly Abbott,Courtney Pitts,30,matched desired role: TA
Kelly Abbott,Karen Price,30,matched desired role: TA
Kelly Abbott,Elizabeth Perry,30,matched desired role: TA
Kelly Abbott,Betty Silva,30,matched desired role: TA
Kelly Abbott,Jane Mckenzie,30,matched desired role: TA
Kelly Abbott,Amber Smith MD,30,matched desired role: TA
Kelly Abbott,Paul Robinson,30,matched desired role: TA
Kelly Abbott,Anthony Ruiz,5,skill overlap: Natural Language Processing
Kelly Abbott,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Kelly Abbott,Andrea Hart,70,shared interest in Quantum Computing; matched desired role: TA
Kelly Abbott,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Nicholas Franklin,Christopher Smith,30,matched desired role: TA
Nicholas Franklin,Steven Parker,30,matched desired role: TA
Nicholas Franklin,Chelsea Wallace,30,matched desired role: TA
Nicholas Franklin,Jessica Wood,30,matched desired role: TA
Nicholas Franklin,Kimberly Friedman,30,matched desired role: TA
Nicholas Franklin,Ashley Washington,30,matched desired role: TA
Nicholas Franklin,Nicole Payne,30,matched desired role: TA
Nicholas Franklin,Christopher Lee DVM,30,matched desired role: TA
Nicholas Franklin,Jeffrey Weiss,30,matched desired role: TA
Nicholas Franklin,Jason Smith,30,matched desired role: TA
Nicholas Franklin,Casey Nunez,30,matched desired role: TA
Nicholas Franklin,John Dawson,30,matched desired role: TA
Nicholas Franklin,Adrienne Miles,30,matched desired role: TA
Nicholas Franklin,Alan Butler,30,matched desired role: TA
Nicholas Franklin,Jessica Davis,30,matched desired role: TA
Nicholas Franklin,Diana Parker,30,matched desired role: TA
Nicholas Franklin,Joshua Ross,30,matched desired role: TA
Nicholas Franklin,Dr. Kristin Baldwin,30,matched desired role: TA
Nicholas Franklin,Courtney Pitts,30,matched desired role: TA
Nicholas Franklin,Karen Price,30,matched desired role: TA
Nicholas Franklin,Elizabeth Perry,30,matched desired role: TA
Nicholas Franklin,Betty Silva,30,matched desired role: TA
Nicholas Franklin,Jane Mckenzie,30,matched desired role: TA
Nicholas Franklin,Amber Smith MD,30,matched desired role: TA
Nicholas Franklin,Paul Robinson,30,matched desired role: TA
Nicholas Franklin,Rebecca Terry,30,matched desired role: TA
Nicholas Franklin,Andrea Hart,30,matched desired role: TA
Nicholas Franklin,David Stokes,30,matched desired role: TA
Joseph Moss,Christopher Smith,30,matched desired role: RA
Joseph Moss,Beth Taylor,30,matched desired role: RA
Joseph Moss,Christopher Lee DVM,30,matched desired role: RA
Joseph Moss,Scott Foster PhD,30,matched desired role: RA
Joseph Moss,Mercedes Francis,30,matched desired role: RA
Joseph Moss,Casey Nunez,30,matched desired role: RA
Joseph Moss,Shannon Reyes,30,matched desired role: RA
Joseph Moss,Jeanne Clark,30,matched desired role: RA
Joseph Moss,Victoria Oliver,30,matched desired role: RA
Joseph Moss,Adrienne Miles,30,matched desired role: RA
Joseph Moss,Jennifer Harper,30,matched desired role: RA
Joseph Moss,Tony Singh,30,matched desired role: RA
Joseph Moss,Marie Wilkinson,30,matched desired role: RA
Joseph Moss,Roberto Delgado,30,matched desired role: RA
Joseph Moss,Patrick Dillon,30,matched desired role: RA
Joseph Moss,Brenda Thomas,30,matched desired role: RA
James Wright,Steven Parker,70,shared interest in Criminal Justice Reform; matched desired role: Grader
James Wright,Beth Taylor,30,matched desired role: Grader
James Wright,Chelsea Wallace,30,matched desired role: Grader
James Wright,Jessica Wood,30,matched desired role: Grader
James Wright,Kimberly Friedman,30,matched desired role: Grader
James Wright,Michael Matthews,30,matched desired role: Grader
James Wright,Scott Foster PhD,30,matched desired role: Grader
James Wright,Shawn Medina,30,matched desired role: Grader
James Wright,Mercedes Francis,30,matched desired role: Grader
James Wright,Casey Nunez,40,shared interest in Criminal Justice Reform
James Wright,Shannon Reyes,30,matched desired role: Grader
James Wright,John Dawson,30,matched desired role: Grader
James Wright,Jeanne Clark,30,matched desired role: Grader
James Wright,Victoria Oliver,30,matched desired role: Grader
James Wright,Alan Butler,30,matched desired role: Grader
James Wright,Diana Parker,30,matched desired role: Grader
James Wright,Michael Soto,30,matched desired role: Grader
James Wright,Roberto Delgado,30,matched desired role: Grader
James Wright,Patrick Dillon,40,shared interest in Criminal Justice Reform
James Wright,Courtney Pitts,30,matched desired role: Grader
James Wright,Brenda Thomas,30,matched desired role: Grader
James Wright,Stephanie Hall,30,matched desired role: Grader
James Wright,Paul Robinson,70,shared interest in Criminal Justice Reform; matched desired role: Grader
James Wright,Jamie Bowen,30,matched desired role: Grader
James Wright,Anthony Ruiz,30,matched desired role: Grader
James Wright,Christopher Bennett,70,shared interest in Criminal Justice Reform; matched desired role: Grader
James Wright,Rebecca Terry,30,matched desired role: Grader
James Wright,Bradley Elliott,30,matched desired role: Grader
James Wright,Heather Mckinney,30,matched desired role: Grader
James Wright,Brenda Marquez,30,matched desired role: Grader
William Martin,Christopher Smith,30,matched desired role: RA
William Martin,Beth Taylor,30,matched desired role: RA
William Martin,Christopher Lee DVM,30,matched desired role: RA
William Martin,Scott Foster PhD,30,matched desired role: RA
William Martin,Jason Smith,40,shared interest in Genomics
William Martin,Mercedes Francis,30,matched desired role: RA
William Martin,Casey Nunez,30,matched desired role: RA
William Martin,Shannon Reyes,70,shared interest in Genomics; matched desired role: RA
William Martin,Jeanne Clark,30,matched desired role: RA
William Martin,Victoria Oliver,30,matched desired role: RA
William Martin,Adrienne Miles,30,matched desired role: RA
William Martin,Jennifer Harper,30,matched desired role: RA
William Martin,Tony Singh,30,matched desired role: RA
William Martin,Marie Wilkinson,30,matched desired role: RA
William Martin,Roberto Delgado,30,matched desired role: RA
William Martin,Patrick Dillon,30,matched desired role: RA
William Martin,Brenda Thomas,30,matched desired role: RA
William Martin,Betty Silva,40,shared interest in Genomics
William Martin,Jane Mckenzie,40,shared interest in Genomics
William Martin,Andrea Hart,40,shared interest in Genomics
William Martin,Brenda Marquez,40,shared interest in Genomics
Brandy Patterson,Christopher Smith,30,matched desired role: TA
Brandy Patterson,Steven Parker,30,matched desired role: TA
Brandy Patterson,Chelsea Wallace,30,matched desired role: TA
Brandy Patterson,Jessica Wood,30,matched desired role: TA
Brandy Patterson,Kimberly Friedman,30,matched desired role: TA
Brandy Patterson,Ashley Washington,30,matched desired role: TA
Brandy Patterson,Nicole Payne,30,matched desired role: TA
Brandy Patterson,Christopher Lee DVM,30,matched desired role: TA
Brandy Patterson,Jeffrey Weiss,30,matched desired role: TA
Brandy Patterson,Jason Smith,30,matched desired role: TA
Brandy Patterson,Casey Nunez,30,matched desired role: TA
Brandy Patterson,John Dawson,30,matched desired role: TA
Brandy Patterson,Adrienne Miles,30,matched desired role: TA
Brandy Patterson,Alan Butler,30,matched desired role: TA
Brandy Patterson,Jessica Davis,30,matched desired role: TA
Brandy Patterson,Diana Parker,30,matched desired role: TA
Brandy Patterson,Joshua Ross,30,matched desired role: TA
Brandy Patterson,Dr. Kristin Baldwin,30,matched desired role: TA
Brandy Patterson,Courtney Pitts,30,matched desired role: TA
Brandy Patterson,Karen Price,30,matched desired role: TA
Brandy Patterson,Elizabeth Perry,30,matched desired role: TA
Brandy Patterson,Betty Silva,30,matched desired role: TA
Brandy Patterson,Jane Mckenzie,30,matched desired role: TA
Brandy Patterson,Amber Smith MD,30,matched desired role: TA
Brandy Patterson,Paul Robinson,30,matched desired role: TA
Brandy Patterson,Rebecca Terry,30,matched desired role: TA
Brandy Patterson,Andrea Hart,30,matched desired role: TA
Brandy Patterson,David Stokes,30,matched desired role: TA
Barry Huffman,Steven Parker,30,matched desired role: Grader
Barry Huffman,Beth Taylor,30,matched desired role: Grader
Barry Huffman,Chelsea Wallace,30,matched desired role: Grader
Barry Huffman,Jessica Wood,30,matched desired role: Grader
Barry Huffman,Kimberly Friedman,30,matched desired role: Grader
Barry Huffman,Michael Matthews,30,matched desired role: Grader
Barry Huffman,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Barry Huffman,Shawn Medina,30,matched desired role: Grader
Barry Huffman,Mercedes Francis,30,matched desired role: Grader
Barry Huffman,Casey Nunez,5,skill overlap: Natural Language Processing
Barry Huffman,Shannon Reyes,30,matched desired role: Grader
Barry Huffman,John Dawson,30,matched desired role: Grader
Barry Huffman,Jeanne Clark,30,matched desired role: Grader
Barry Huffman,Victoria Oliver,30,matched desired role: Grader
Barry Huffman,Alan Butler,30,matched desired role: Grader
Barry Huffman,Jessica Davis,5,skill overlap: Natural Language Processing
Barry Huffman,Diana Parker,30,matched desired role: Grader
Barry Huffman,Michael Soto,30,matched desired role: Grader
Barry Huffman,Joshua Ross,5,skill overlap: Natural Language Processing
Barry Huffman,Roberto Delgado,30,matched desired role: Grader
Barry Huffman,Courtney Pitts,30,matched desired role: Grader
Barry Huffman,Brenda Thomas,30,matched desired role: Grader
Barry Huffman,Stephanie Hall,30,matched desired role: Grader
Barry Huffman,Paul Robinson,30,matched desired role: Grader
Barry Huffman,Jamie Bowen,30,matched desired role: Grader
Barry Huffman,Anthony Ruiz,35,skill overlap: Natural Language Processing; matched desired role: Grader
Barry Huffman,Christopher Bennett,30,matched desired role: Grader
Barry Huffman,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: Grader
Barry Huffman,Bradley Elliott,30,matched desired role: Grader
Barry Huffman,David Stokes,5,skill overlap: Natural Language Processing
Barry Huffman,Heather Mckinney,30,matched desired role: Grader
Barry Huffman,Brenda Marquez,30,matched desired role: Grader
Daniel Morales,Steven Parker,30,matched desired role: Grader
Daniel Morales,Beth Taylor,30,matched desired role: Grader
Daniel Morales,Chelsea Wallace,30,matched desired role: Grader
Daniel Morales,Jessica Wood,70,shared interest in Smart Cities; matched desired role: Grader
Daniel Morales,Kimberly Friedman,30,matched desired role: Grader
Daniel Morales,Michael Matthews,30,matched desired role: Grader
Daniel Morales,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Daniel Morales,Jeffrey Weiss,40,shared interest in Smart Cities
Daniel Morales,Shawn Medina,30,matched desired role: Grader
Daniel Morales,Mercedes Francis,30,matched desired role: Grader
Daniel Morales,Casey Nunez,5,skill overlap: Natural Language Processing
Daniel Morales,Shannon Reyes,30,matched desired role: Grader
Daniel Morales,John Dawson,30,matched desired role: Grader
Daniel Morales,Jeanne Clark,30,matched desired role: Grader
Daniel Morales,Victoria Oliver,30,matched desired role: Grader
Daniel Morales,Alan Butler,30,matched desired role: Grader
Daniel Morales,Jessica Davis,5,skill overlap: Natural Language Processing
Daniel Morales,Diana Parker,30,matched desired role: Grader
Daniel Morales,Michael Soto,30,matched desired role: Grader
Daniel Morales,Joshua Ross,5,skill overlap: Natural Language Processing
Daniel Morales,Roberto Delgado,30,matched desired role: Grader
Daniel Morales,Patrick Dillon,40,shared interest in Smart Cities
Daniel Morales,Courtney Pitts,30,matched desired role: Grader
Daniel Morales,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: Grader
Daniel Morales,Stephanie Hall,30,matched desired role: Grader
Daniel Morales,Amber Smith MD,40,shared interest in Smart Cities
Daniel Morales,Paul Robinson,30,matched desired role: Grader
Daniel Morales,Jamie Bowen,30,matched desired role: Grader
Daniel Morales,Anthony Ruiz,35,skill overlap: Natural Language Processing; matched desired role: Grader
Daniel Morales,Christopher Bennett,30,matched desired role: Grader
Daniel Morales,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: Grader
Daniel Morales,Bradley Elliott,30,matched desired role: Grader
Daniel Morales,David Stokes,5,skill overlap: Natural Language Processing
Daniel Morales,Heather Mckinney,30,matched desired role: Grader
Daniel Morales,Brenda Marquez,30,matched desired role: Grader
Chelsea Lowe,Christopher Smith,30,matched desired role: TA
Chelsea Lowe,Steven Parker,30,matched desired role: TA
Chelsea Lowe,Chelsea Wallace,30,matched desired role: TA
Chelsea Lowe,Jessica Wood,30,matched desired role: TA
Chelsea Lowe,Kimberly Friedman,30,matched desired role: TA
Chelsea Lowe,Ashley Washington,30,matched desired role: TA
Chelsea Lowe,Nicole Payne,30,matched desired role: TA
Chelsea Lowe,Christopher Lee DVM,30,matched desired role: TA
Chelsea Lowe,Jeffrey Weiss,30,matched desired role: TA
Chelsea Lowe,Jason Smith,30,matched desired role: TA
Chelsea Lowe,Casey Nunez,30,matched desired role: TA
Chelsea Lowe,John Dawson,30,matched desired role: TA
Chelsea Lowe,Adrienne Miles,30,matched desired role: TA
Chelsea Lowe,Alan Butler,30,matched desired role: TA
Chelsea Lowe,Jessica Davis,30,matched desired role: TA
Chelsea Lowe,Diana Parker,30,matched desired role: TA
Chelsea Lowe,Joshua Ross,30,matched desired role: TA
Chelsea Lowe,Dr. Kristin Baldwin,30,matched desired role: TA
Chelsea Lowe,Courtney Pitts,30,matched desired role: TA
Chelsea Lowe,Karen Price,30,matched desired role: TA
Chelsea Lowe,Elizabeth Perry,30,matched desired role: TA
Chelsea Lowe,Betty Silva,30,matched desired role: TA
Chelsea Lowe,Jane Mckenzie,30,matched desired role: TA
Chelsea Lowe,Amber Smith MD,30,matched desired role: TA
Chelsea Lowe,Paul Robinson,30,matched desired role: TA
Chelsea Lowe,Rebecca Terry,30,matched desired role: TA
Chelsea Lowe,Andrea Hart,30,matched desired role: TA
Chelsea Lowe,David Stokes,30,matched desired role: TA
Denise Montoya,Christopher Smith,30,matched desired role: TA
Denise Montoya,Steven Parker,70,shared interest in Criminal Justice Reform; matched desired role: TA
Denise Montoya,Chelsea Wallace,30,matched desired role: TA
Denise Montoya,Jessica Wood,30,matched desired role: TA
Denise Montoya,Kimberly Friedman,30,matched desired role: TA
Denise Montoya,Ashley Washington,30,matched desired role: TA
Denise Montoya,Nicole Payne,30,matched desired role: TA
Denise Montoya,Christopher Lee DVM,30,matched desired role: TA
Denise Montoya,Jeffrey Weiss,30,matched desired role: TA
Denise Montoya,Jason Smith,30,matched desired role: TA
Denise Montoya,Casey Nunez,70,shared interest in Criminal Justice Reform; matched desired role: TA
Denise Montoya,John Dawson,30,matched desired role: TA
Denise Montoya,Adrienne Miles,30,matched desired role: TA
Denise Montoya,Alan Butler,30,matched desired role: TA
Denise Montoya,Jessica Davis,30,matched desired role: TA
Denise Montoya,Diana Parker,30,matched desired role: TA
Denise Montoya,Joshua Ross,30,matched desired role: TA
Denise Montoya,Patrick Dillon,40,shared interest in Criminal Justice Reform
Denise Montoya,Dr. Kristin Baldwin,30,matched desired role: TA
Denise Montoya,Courtney Pitts,30,matched desired role: TA
Denise Montoya,Karen Price,30,matched desired role: TA
Denise Montoya,Elizabeth Perry,30,matched desired role: TA
Denise Montoya,Betty Silva,30,matched desired role: TA
Denise Montoya,Jane Mckenzie,30,matched desired role: TA
Denise Montoya,Amber Smith MD,30,matched desired role: TA
Denise Montoya,Paul Robinson,70,shared interest in Criminal Justice Reform; matched desired role: TA
Denise Montoya,Christopher Bennett,40,shared interest in Criminal Justice Reform
Denise Montoya,Rebecca Terry,30,matched desired role: TA
Denise Montoya,Andrea Hart,30,matched desired role: TA
Denise Montoya,David Stokes,30,matched desired role: TA
Logan Riley,Christopher Smith,30,matched desired role: RA
Logan Riley,Steven Parker,40,shared interest in Climate Change Modeling
Logan Riley,Beth Taylor,30,matched desired role: RA
Logan Riley,Christopher Lee DVM,30,matched desired role: RA
Logan Riley,Scott Foster PhD,30,matched desired role: RA
Logan Riley,Shawn Medina,40,shared interest in Climate Change Modeling
Logan Riley,Mercedes Francis,30,matched desired role: RA
Logan Riley,Casey Nunez,30,matched desired role: RA
Logan Riley,Shannon Reyes,30,matched desired role: RA
Logan Riley,Jeanne Clark,30,matched desired role: RA
Logan Riley,Victoria Oliver,30,matched desired role: RA
Logan Riley,Adrienne Miles,30,matched desired role: RA
Logan Riley,Jennifer Harper,30,matched desired role: RA
Logan Riley,Tony Singh,30,matched desired role: RA
Logan Riley,Marie Wilkinson,30,matched desired role: RA
Logan Riley,Roberto Delgado,30,matched desired role: RA
Logan Riley,Patrick Dillon,30,matched desired role: RA
Logan Riley,Karen Price,40,shared interest in Climate Change Modeling
Logan Riley,Brenda Thomas,30,matched desired role: RA
Logan Riley,Stephanie Hall,40,shared interest in Climate Change Modeling
Logan Riley,Paul Robinson,40,shared interest in Climate Change Modeling
Frederick Barnett,Christopher Smith,30,matched desired role: TA
Frederick Barnett,Steven Parker,30,matched desired role: TA
Frederick Barnett,Chelsea Wallace,30,matched desired role: TA
Frederick Barnett,Jessica Wood,30,matched desired role: TA
Frederick Barnett,Kimberly Friedman,30,matched desired role: TA
Frederick Barnett,Ashley Washington,30,matched desired role: TA
Frederick Barnett,Nicole Payne,30,matched desired role: TA
Frederick Barnett,Christopher Lee DVM,30,matched desired role: TA
Frederick Barnett,Scott Foster PhD,5,skill overlap: Natural Language Processing
Frederick Barnett,Jeffrey Weiss,30,matched desired role: TA
Frederick Barnett,Jason Smith,70,shared interest in Genomics; matched desired role: TA
Frederick Barnett,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Frederick Barnett,Shannon Reyes,40,shared interest in Genomics
Frederick Barnett,John Dawson,30,matched desired role: TA
Frederick Barnett,Adrienne Miles,30,matched desired role: TA
Frederick Barnett,Alan Butler,30,matched desired role: TA
Frederick Barnett,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Frederick Barnett,Diana Parker,30,matched desired role: TA
Frederick Barnett,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Frederick Barnett,Dr. Kristin Baldwin,30,matched desired role: TA
Frederick Barnett,Courtney Pitts,30,matched desired role: TA
Frederick Barnett,Karen Price,30,matched desired role: TA
Frederick Barnett,Elizabeth Perry,30,matched desired role: TA
Frederick Barnett,Betty Silva,70,shared interest in Genomics; matched desired role: TA
Frederick Barnett,Jane Mckenzie,70,shared interest in Genomics; matched desired role: TA
Frederick Barnett,Amber Smith MD,30,matched desired role: TA
Frederick Barnett,Paul Robinson,30,matched desired role: TA
Frederick Barnett,Anthony Ruiz,5,skill overlap: Natural Language Processing
Frederick Barnett,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Frederick Barnett,Andrea Hart,70,shared interest in Genomics; matched desired role: TA
Frederick Barnett,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Frederick Barnett,Brenda Marquez,40,shared interest in Genomics
Kevin Shea,Christopher Smith,30,matched desired role: RA
Kevin Shea,Beth Taylor,30,matched desired role: RA
Kevin Shea,Jessica Wood,40,shared interest in Smart Cities
Kevin Shea,Christopher Lee DVM,30,matched desired role: RA
Kevin Shea,Scott Foster PhD,30,matched desired role: RA
Kevin Shea,Jeffrey Weiss,40,shared interest in Smart Cities
Kevin Shea,Mercedes Francis,30,matched desired role: RA
Kevin Shea,Casey Nunez,30,matched desired role: RA
Kevin Shea,Shannon Reyes,30,matched desired role: RA
Kevin Shea,Jeanne Clark,30,matched desired role: RA
Kevin Shea,Victoria Oliver,30,matched desired role: RA
Kevin Shea,Adrienne Miles,30,matched desired role: RA
Kevin Shea,Jennifer Harper,30,matched desired role: RA
Kevin Shea,Tony Singh,30,matched desired role: RA
Kevin Shea,Marie Wilkinson,30,matched desired role: RA
Kevin Shea,Roberto Delgado,30,matched desired role: RA
Kevin Shea,Patrick Dillon,70,shared interest in Smart Cities; matched desired role: RA
Kevin Shea,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: RA
Kevin Shea,Amber Smith MD,40,shared interest in Smart Cities
Brian West,Christopher Smith,30,matched desired role: RA
Brian West,Steven Parker,40,shared interest in Climate Change Modeling
Brian West,Beth Taylor,30,matched desired role: RA
Brian West,Christopher Lee DVM,30,matched desired role: RA
Brian West,Scott Foster PhD,30,matched desired role: RA
Brian West,Shawn Medina,40,shared interest in Climate Change Modeling
Brian West,Mercedes Francis,30,matched desired role: RA
Brian West,Casey Nunez,30,matched desired role: RA
Brian West,Shannon Reyes,30,matched desired role: RA
Brian West,Jeanne Clark,30,matched desired role: RA
Brian West,Victoria Oliver,30,matched desired role: RA
Brian West,Adrienne Miles,30,matched desired role: RA
Brian West,Jennifer Harper,30,matched desired role: RA
Brian West,Tony Singh,30,matched desired role: RA
Brian West,Marie Wilkinson,30,matched desired role: RA
Brian West,Roberto Delgado,30,matched desired role: RA
Brian West,Patrick Dillon,30,matched desired role: RA
Brian West,Karen Price,40,shared interest in Climate Change Modeling
Brian West,Brenda Thomas,30,matched desired role: RA
Brian West,Stephanie Hall,40,shared interest in Climate Change Modeling
Brian West,Paul Robinson,40,shared interest in Climate Change Modeling
Kevin Mueller,Christopher Smith,30,matched desired role: TA
Kevin Mueller,Steven Parker,30,matched desired role: TA
Kevin Mueller,Chelsea Wallace,30,matched desired role: TA
Kevin Mueller,Jessica Wood,30,matched desired role: TA
Kevin Mueller,Kimberly Friedman,30,matched desired role: TA
Kevin Mueller,Ashley Washington,30,matched desired role: TA
Kevin Mueller,Nicole Payne,30,matched desired role: TA
Kevin Mueller,Christopher Lee DVM,30,matched desired role: TA
Kevin Mueller,Scott Foster PhD,5,skill overlap: Natural Language Processing
Kevin Mueller,Jeffrey Weiss,30,matched desired role: TA
Kevin Mueller,Jason Smith,30,matched desired role: TA
Kevin Mueller,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Kevin Mueller,John Dawson,30,matched desired role: TA
Kevin Mueller,Adrienne Miles,30,matched desired role: TA
Kevin Mueller,Alan Butler,30,matched desired role: TA
Kevin Mueller,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Kevin Mueller,Diana Parker,30,matched desired role: TA
Kevin Mueller,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Kevin Mueller,Dr. Kristin Baldwin,30,matched desired role: TA
Kevin Mueller,Courtney Pitts,30,matched desired role: TA
Kevin Mueller,Karen Price,30,matched desired role: TA
Kevin Mueller,Elizabeth Perry,30,matched desired role: TA
Kevin Mueller,Betty Silva,30,matched desired role: TA
Kevin Mueller,Jane Mckenzie,30,matched desired role: TA
Kevin Mueller,Amber Smith MD,30,matched desired role: TA
Kevin Mueller,Paul Robinson,30,matched desired role: TA
Kevin Mueller,Anthony Ruiz,5,skill overlap: Natural Language Processing
Kevin Mueller,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Kevin Mueller,Andrea Hart,30,matched desired role: TA
Kevin Mueller,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Suzanne Woods,Christopher Smith,30,matched desired role: RA
Suzanne Woods,Beth Taylor,30,matched desired role: RA
Suzanne Woods,Christopher Lee DVM,30,matched desired role: RA
Suzanne Woods,Scott Foster PhD,30,matched desired role: RA
Suzanne Woods,Mercedes Francis,30,matched desired role: RA
Suzanne Woods,Casey Nunez,30,matched desired role: RA
Suzanne Woods,Shannon Reyes,30,matched desired role: RA
Suzanne Woods,Jeanne Clark,30,matched desired role: RA
Suzanne Woods,Victoria Oliver,30,matched desired role: RA
Suzanne Woods,Adrienne Miles,30,matched desired role: RA
Suzanne Woods,Jennifer Harper,30,matched desired role: RA
Suzanne Woods,Tony Singh,30,matched desired role: RA
Suzanne Woods,Marie Wilkinson,30,matched desired role: RA
Suzanne Woods,Roberto Delgado,30,matched desired role: RA
Suzanne Woods,Patrick Dillon,30,matched desired role: RA
Suzanne Woods,Brenda Thomas,30,matched desired role: RA
David Lopez,Christopher Smith,30,matched desired role: RA
David Lopez,Beth Taylor,30,matched desired role: RA
David Lopez,Christopher Lee DVM,30,matched desired role: RA
David Lopez,Scott Foster PhD,30,matched desired role: RA
David Lopez,Mercedes Francis,30,matched desired role: RA
David Lopez,Casey Nunez,30,matched desired role: RA
